@relation UserTransaction
@attribute userId numeric
@attribute userCity {Pune,Mumbai,Chennai,Kolkatta,Delhi}
@attribute transactionType {HDFC,ICICI,SBI,HSBC,BARCLAYS}
@attribute userAge {LessTwenty,Twenties,Thirties,Forties,FortyPlus}
@data
176,Mumbai,BARCLAYS,FortyPlus
205,Kolkatta,SBI,Twenties
623,Delhi,BARCLAYS,Twenties
578,Chennai,BARCLAYS,Forties
504,Kolkatta,BARCLAYS,FortyPlus
483,Kolkatta,BARCLAYS,FortyPlus
278,Mumbai,BARCLAYS,Twenties
380,Pune,SBI,Forties
29,Chennai,ICICI,LessTwenty
579,Chennai,BARCLAYS,Twenties
334,Chennai,BARCLAYS,Forties
538,Delhi,BARCLAYS,Thirties
151,Delhi,HDFC,Thirties
22,Pune,SBI,Forties
199,Chennai,ICICI,Forties
704,Mumbai,HDFC,LessTwenty
713,Chennai,HDFC,Forties
363,Chennai,SBI,LessTwenty
253,Delhi,SBI,Twenties
736,Pune,SBI,Forties
461,Kolkatta,HDFC,Thirties
182,Mumbai,SBI,Forties
188,Delhi,HSBC,Thirties
477,Pune,HSBC,Thirties
373,Delhi,SBI,Twenties
526,Pune,SBI,Twenties
400,Mumbai,ICICI,LessTwenty
33,Kolkatta,SBI,Forties
341,Kolkatta,SBI,Thirties
163,Delhi,HDFC,Twenties
334,Mumbai,HSBC,Forties
678,Pune,ICICI,LessTwenty
60,Chennai,HSBC,Forties
103,Kolkatta,HSBC,LessTwenty
268,Kolkatta,HDFC,LessTwenty
650,Pune,HSBC,Thirties
603,Pune,HSBC,Twenties
379,Mumbai,SBI,Twenties
158,Delhi,HDFC,Twenties
350,Pune,HDFC,FortyPlus
236,Pune,ICICI,FortyPlus
185,Kolkatta,HSBC,Forties
486,Delhi,ICICI,LessTwenty
36,Mumbai,HSBC,Twenties
494,Delhi,HSBC,Thirties
206,Mumbai,ICICI,FortyPlus
537,Kolkatta,SBI,Twenties
535,Chennai,ICICI,Thirties
107,Mumbai,SBI,FortyPlus
528,Pune,SBI,Thirties
325,Chennai,HDFC,Thirties
68,Kolkatta,ICICI,FortyPlus
543,Mumbai,HSBC,LessTwenty
678,Delhi,SBI,LessTwenty
156,Chennai,HDFC,Thirties
627,Kolkatta,HSBC,Twenties
171,Delhi,ICICI,LessTwenty
65,Mumbai,SBI,FortyPlus
224,Pune,SBI,LessTwenty
568,Pune,HDFC,Forties
84,Delhi,SBI,Thirties
479,Pune,ICICI,Forties
130,Mumbai,ICICI,Forties
23,Mumbai,ICICI,Thirties
517,Pune,HSBC,LessTwenty
411,Chennai,SBI,LessTwenty
659,Pune,SBI,Twenties
67,Pune,HDFC,LessTwenty
368,Chennai,SBI,Thirties
558,Mumbai,SBI,Twenties
263,Kolkatta,SBI,Twenties
148,Delhi,ICICI,Thirties
44,Chennai,HDFC,Forties
330,Pune,ICICI,LessTwenty
651,Pune,HDFC,FortyPlus
270,Chennai,ICICI,FortyPlus
675,Mumbai,HDFC,LessTwenty
583,Delhi,ICICI,Forties
437,Kolkatta,ICICI,Thirties
284,Mumbai,ICICI,Forties
496,Kolkatta,HSBC,FortyPlus
71,Delhi,ICICI,Thirties
258,Delhi,HSBC,Twenties
685,Chennai,BARCLAYS,Thirties
204,Chennai,BARCLAYS,FortyPlus
254,Delhi,HSBC,LessTwenty
190,Delhi,ICICI,Forties
388,Chennai,ICICI,Twenties
484,Pune,SBI,Forties
428,Chennai,ICICI,LessTwenty
255,Delhi,HSBC,FortyPlus
178,Delhi,HSBC,Forties
563,Delhi,HDFC,FortyPlus
599,Delhi,HDFC,Twenties
434,Kolkatta,BARCLAYS,Twenties
97,Kolkatta,HSBC,LessTwenty
701,Chennai,BARCLAYS,LessTwenty
604,Mumbai,BARCLAYS,Twenties
153,Mumbai,BARCLAYS,LessTwenty
695,Chennai,BARCLAYS,Forties
326,Delhi,HSBC,Forties
103,Pune,BARCLAYS,LessTwenty
394,Mumbai,BARCLAYS,FortyPlus
279,Delhi,BARCLAYS,Forties
214,Delhi,BARCLAYS,Forties
470,Chennai,BARCLAYS,LessTwenty
406,Kolkatta,HSBC,Twenties
141,Delhi,BARCLAYS,Thirties
577,Delhi,BARCLAYS,Forties
151,Kolkatta,BARCLAYS,Thirties
73,Mumbai,HSBC,LessTwenty
445,Pune,BARCLAYS,LessTwenty
667,Delhi,HSBC,Thirties
81,Mumbai,HSBC,FortyPlus
374,Chennai,HSBC,Thirties
626,Delhi,BARCLAYS,Twenties
248,Chennai,BARCLAYS,Forties
207,Pune,BARCLAYS,Twenties
350,Pune,BARCLAYS,FortyPlus
19,Pune,HSBC,LessTwenty
48,Pune,BARCLAYS,FortyPlus
367,Chennai,BARCLAYS,LessTwenty
712,Kolkatta,BARCLAYS,FortyPlus
691,Mumbai,BARCLAYS,Twenties
489,Chennai,BARCLAYS,FortyPlus
468,Chennai,HSBC,Forties
96,Delhi,BARCLAYS,LessTwenty
221,Mumbai,BARCLAYS,Thirties
199,Delhi,HSBC,Forties
238,Chennai,BARCLAYS,FortyPlus
498,Delhi,BARCLAYS,Thirties
443,Kolkatta,BARCLAYS,FortyPlus
367,Kolkatta,BARCLAYS,LessTwenty
734,Pune,BARCLAYS,LessTwenty
650,Delhi,BARCLAYS,Thirties
422,Kolkatta,HSBC,Twenties
265,Kolkatta,BARCLAYS,Forties
90,Mumbai,BARCLAYS,FortyPlus
30,Mumbai,HSBC,Forties
464,Mumbai,BARCLAYS,Forties
39,Mumbai,BARCLAYS,LessTwenty
95,Kolkatta,BARCLAYS,Twenties
548,Delhi,BARCLAYS,FortyPlus
391,Delhi,HSBC,FortyPlus
334,Chennai,HSBC,Forties
330,Kolkatta,HSBC,LessTwenty
28,Chennai,BARCLAYS,LessTwenty
159,Pune,HSBC,Thirties
377,Kolkatta,BARCLAYS,Thirties
705,Chennai,BARCLAYS,Forties
195,Pune,BARCLAYS,Forties
706,Mumbai,HSBC,Forties
551,Pune,BARCLAYS,Forties
123,Mumbai,HSBC,Thirties
691,Chennai,BARCLAYS,Twenties
48,Kolkatta,BARCLAYS,FortyPlus
686,Kolkatta,BARCLAYS,LessTwenty
236,Mumbai,BARCLAYS,FortyPlus
77,Chennai,BARCLAYS,Twenties
623,Delhi,BARCLAYS,Twenties
20,Kolkatta,BARCLAYS,LessTwenty
501,Mumbai,BARCLAYS,LessTwenty
697,Mumbai,HSBC,Thirties
496,Mumbai,BARCLAYS,FortyPlus
594,Pune,BARCLAYS,Twenties
303,Pune,BARCLAYS,Twenties
36,Delhi,HSBC,Twenties
400,Chennai,BARCLAYS,LessTwenty
89,Chennai,BARCLAYS,Forties
532,Delhi,BARCLAYS,FortyPlus
713,Pune,BARCLAYS,Forties
104,Delhi,BARCLAYS,Forties
652,Mumbai,HSBC,LessTwenty
282,Pune,HSBC,Thirties
517,Mumbai,BARCLAYS,LessTwenty
304,Delhi,BARCLAYS,Twenties
391,Delhi,BARCLAYS,FortyPlus
210,Kolkatta,BARCLAYS,Forties
717,Delhi,BARCLAYS,Forties
139,Kolkatta,HSBC,Thirties
294,Pune,BARCLAYS,Forties
435,Kolkatta,BARCLAYS,LessTwenty
436,Delhi,HSBC,Thirties
177,Delhi,BARCLAYS,Forties
180,Pune,BARCLAYS,Twenties
118,Delhi,BARCLAYS,Twenties
486,Mumbai,BARCLAYS,LessTwenty
508,Chennai,BARCLAYS,LessTwenty
50,Chennai,BARCLAYS,Forties
342,Delhi,BARCLAYS,Thirties
697,Delhi,HSBC,Thirties
703,Kolkatta,BARCLAYS,LessTwenty
626,Pune,BARCLAYS,Twenties
222,Chennai,BARCLAYS,Forties
394,Mumbai,BARCLAYS,FortyPlus
721,Chennai,BARCLAYS,Thirties
167,Kolkatta,BARCLAYS,LessTwenty
138,Chennai,BARCLAYS,Twenties
219,Pune,BARCLAYS,FortyPlus
45,Kolkatta,HSBC,Thirties
292,Delhi,BARCLAYS,Forties
209,Kolkatta,BARCLAYS,LessTwenty
384,Mumbai,BARCLAYS,Twenties
482,Delhi,HSBC,Thirties
121,Kolkatta,BARCLAYS,FortyPlus
165,Mumbai,BARCLAYS,Thirties
456,Delhi,BARCLAYS,FortyPlus
464,Pune,BARCLAYS,Forties
378,Pune,BARCLAYS,Thirties
476,Kolkatta,HSBC,Forties
440,Pune,BARCLAYS,Forties
605,Delhi,HSBC,FortyPlus
648,Mumbai,BARCLAYS,Forties
526,Chennai,BARCLAYS,Twenties
319,Delhi,HSBC,Twenties
249,Kolkatta,HSBC,Thirties
376,Delhi,BARCLAYS,LessTwenty
92,Kolkatta,BARCLAYS,Twenties
405,Chennai,BARCLAYS,LessTwenty
110,Pune,BARCLAYS,FortyPlus
103,Kolkatta,BARCLAYS,LessTwenty
65,Kolkatta,BARCLAYS,FortyPlus
534,Mumbai,BARCLAYS,Thirties
589,Mumbai,HSBC,Forties
4,Chennai,BARCLAYS,Forties
699,Pune,BARCLAYS,FortyPlus
472,Pune,BARCLAYS,Thirties
721,Delhi,BARCLAYS,Thirties
315,Pune,BARCLAYS,Thirties
140,Pune,BARCLAYS,Forties
696,Pune,BARCLAYS,Thirties
346,Delhi,BARCLAYS,LessTwenty
600,Kolkatta,BARCLAYS,Thirties
79,Delhi,BARCLAYS,Thirties
133,Chennai,BARCLAYS,Forties
179,Delhi,BARCLAYS,FortyPlus
643,Chennai,SBI,Twenties
224,Chennai,ICICI,LessTwenty
574,Pune,HSBC,FortyPlus
461,Mumbai,ICICI,Thirties
264,Pune,HDFC,Thirties
659,Chennai,HSBC,Twenties
526,Kolkatta,HSBC,Twenties
318,Pune,HSBC,Thirties
601,Chennai,HSBC,Forties
275,Delhi,HDFC,FortyPlus
156,Chennai,HSBC,Thirties
548,Chennai,SBI,FortyPlus
479,Mumbai,ICICI,Forties
298,Kolkatta,ICICI,Thirties
697,Pune,HDFC,Thirties
510,Pune,ICICI,Thirties
299,Delhi,HDFC,Twenties
491,Pune,HSBC,Thirties
27,Mumbai,ICICI,Forties
624,Pune,HSBC,FortyPlus
586,Delhi,HSBC,Forties
408,Pune,SBI,Forties
601,Delhi,SBI,Forties
574,Pune,HSBC,FortyPlus
259,Chennai,ICICI,FortyPlus
446,Pune,HDFC,LessTwenty
287,Mumbai,HDFC,LessTwenty
161,Delhi,ICICI,Thirties
592,Chennai,ICICI,Thirties
138,Kolkatta,HSBC,Twenties
184,Kolkatta,HDFC,FortyPlus
231,Kolkatta,ICICI,FortyPlus
237,Mumbai,HDFC,LessTwenty
734,Chennai,ICICI,LessTwenty
162,Kolkatta,HSBC,Twenties
215,Mumbai,ICICI,Forties
102,Kolkatta,HDFC,LessTwenty
633,Pune,SBI,Twenties
171,Mumbai,SBI,LessTwenty
584,Chennai,HSBC,FortyPlus
184,Delhi,HSBC,FortyPlus
263,Pune,SBI,Twenties
648,Chennai,ICICI,Forties
214,Pune,SBI,Forties
635,Pune,ICICI,FortyPlus
197,Mumbai,ICICI,Forties
381,Kolkatta,SBI,LessTwenty
573,Delhi,HSBC,LessTwenty
159,Kolkatta,HSBC,Thirties
45,Delhi,HSBC,Thirties
268,Kolkatta,ICICI,LessTwenty
310,Mumbai,ICICI,FortyPlus
370,Mumbai,SBI,Forties
320,Delhi,HSBC,Forties
121,Pune,SBI,FortyPlus
7,Kolkatta,ICICI,Twenties
352,Chennai,SBI,Twenties
378,Chennai,HDFC,Thirties
325,Kolkatta,HSBC,Thirties
596,Kolkatta,HSBC,Twenties
553,Chennai,SBI,Twenties
608,Mumbai,HDFC,Thirties
283,Kolkatta,ICICI,Thirties
298,Kolkatta,SBI,Thirties
671,Chennai,ICICI,Twenties
572,Chennai,ICICI,Forties
393,Chennai,HSBC,Twenties
435,Kolkatta,SBI,LessTwenty
468,Delhi,ICICI,Forties
681,Delhi,HSBC,Forties
594,Kolkatta,HSBC,Twenties
386,Pune,ICICI,FortyPlus
706,Pune,SBI,Forties
710,Chennai,HSBC,Forties
233,Kolkatta,HSBC,Twenties
396,Mumbai,ICICI,Thirties
363,Delhi,HSBC,LessTwenty
552,Pune,HSBC,LessTwenty
491,Delhi,ICICI,Thirties
373,Mumbai,HSBC,Twenties
586,Chennai,HSBC,Forties
76,Kolkatta,SBI,LessTwenty
233,Pune,SBI,Twenties
463,Pune,HSBC,Thirties
715,Chennai,ICICI,FortyPlus
29,Chennai,HDFC,LessTwenty
489,Chennai,SBI,FortyPlus
694,Pune,ICICI,FortyPlus
72,Mumbai,HDFC,Twenties
499,Pune,SBI,Forties
201,Kolkatta,ICICI,Forties
509,Chennai,HDFC,LessTwenty
69,Kolkatta,SBI,Thirties
591,Pune,SBI,Twenties
519,Delhi,SBI,LessTwenty
290,Kolkatta,HSBC,FortyPlus
133,Mumbai,HDFC,Forties
56,Chennai,HSBC,Forties
42,Mumbai,HDFC,Forties
675,Mumbai,ICICI,LessTwenty
32,Kolkatta,HDFC,FortyPlus
343,Delhi,HDFC,FortyPlus
282,Pune,HDFC,Thirties
176,Delhi,SBI,FortyPlus
286,Mumbai,HDFC,LessTwenty
157,Mumbai,HDFC,Thirties
333,Kolkatta,ICICI,Thirties
594,Pune,HSBC,Twenties
709,Chennai,ICICI,LessTwenty
526,Chennai,SBI,Twenties
503,Mumbai,HDFC,Thirties
50,Pune,HDFC,Forties
438,Mumbai,HSBC,LessTwenty
487,Chennai,SBI,LessTwenty
554,Pune,HSBC,LessTwenty
61,Delhi,SBI,Twenties
338,Chennai,ICICI,Twenties
313,Chennai,SBI,LessTwenty
412,Mumbai,HSBC,Forties
334,Pune,ICICI,Forties
187,Delhi,HSBC,LessTwenty
693,Pune,HDFC,Forties
306,Kolkatta,HDFC,FortyPlus
438,Pune,ICICI,LessTwenty
662,Pune,ICICI,FortyPlus
543,Pune,ICICI,LessTwenty
635,Chennai,HDFC,FortyPlus
275,Mumbai,SBI,FortyPlus
346,Chennai,HDFC,LessTwenty
633,Mumbai,HSBC,Twenties
102,Delhi,ICICI,LessTwenty
545,Mumbai,HDFC,FortyPlus
535,Chennai,HSBC,Thirties
457,Mumbai,HSBC,LessTwenty
391,Delhi,HDFC,FortyPlus
12,Pune,SBI,Twenties
673,Pune,HDFC,FortyPlus
565,Kolkatta,ICICI,Thirties
689,Pune,HSBC,LessTwenty
595,Pune,HSBC,LessTwenty
516,Mumbai,HDFC,FortyPlus
643,Kolkatta,ICICI,Twenties
292,Delhi,ICICI,Forties
139,Mumbai,HDFC,Thirties
663,Pune,ICICI,Thirties
651,Delhi,ICICI,FortyPlus
278,Delhi,HSBC,Twenties
108,Kolkatta,ICICI,FortyPlus
587,Chennai,ICICI,Thirties
98,Pune,ICICI,LessTwenty
685,Pune,ICICI,Thirties
357,Chennai,HSBC,FortyPlus
373,Pune,HDFC,Twenties
212,Delhi,HSBC,Thirties
257,Chennai,HSBC,FortyPlus
121,Kolkatta,HSBC,FortyPlus
441,Kolkatta,ICICI,Thirties
446,Chennai,SBI,LessTwenty
248,Delhi,HDFC,Forties
354,Kolkatta,HDFC,Thirties
147,Mumbai,HDFC,Forties
711,Chennai,ICICI,FortyPlus
247,Delhi,ICICI,Twenties
307,Pune,ICICI,Forties
676,Chennai,HDFC,Twenties
1,Pune,ICICI,Forties
237,Pune,HSBC,LessTwenty
306,Pune,ICICI,FortyPlus
453,Mumbai,SBI,Twenties
39,Mumbai,SBI,LessTwenty
183,Kolkatta,ICICI,LessTwenty
705,Mumbai,HDFC,Forties
200,Pune,SBI,LessTwenty
82,Pune,HSBC,FortyPlus
368,Mumbai,ICICI,Thirties
45,Chennai,HDFC,Thirties
508,Delhi,HSBC,LessTwenty
40,Kolkatta,HSBC,FortyPlus
670,Delhi,SBI,LessTwenty
323,Chennai,HDFC,Twenties
672,Chennai,ICICI,LessTwenty
69,Kolkatta,HSBC,Thirties
435,Pune,HDFC,LessTwenty
247,Delhi,HSBC,Twenties
263,Mumbai,HDFC,Twenties
523,Mumbai,SBI,LessTwenty
315,Delhi,HDFC,Thirties
691,Pune,SBI,Twenties
471,Chennai,HDFC,LessTwenty
240,Kolkatta,HSBC,FortyPlus
97,Delhi,HSBC,LessTwenty
622,Chennai,HSBC,Thirties
255,Mumbai,HSBC,FortyPlus
115,Delhi,HDFC,LessTwenty
103,Kolkatta,HDFC,LessTwenty
279,Delhi,ICICI,Forties
635,Pune,HSBC,FortyPlus
133,Chennai,SBI,Forties
228,Pune,HSBC,Thirties
580,Mumbai,ICICI,Thirties
550,Kolkatta,HDFC,Forties
647,Delhi,SBI,LessTwenty
671,Pune,ICICI,Twenties
445,Chennai,SBI,LessTwenty
542,Delhi,ICICI,Twenties
299,Pune,ICICI,Twenties
531,Chennai,SBI,Forties
473,Mumbai,HDFC,Forties
500,Chennai,HSBC,Forties
454,Mumbai,HSBC,LessTwenty
404,Delhi,HDFC,LessTwenty
615,Delhi,SBI,Twenties
605,Kolkatta,HSBC,FortyPlus
171,Chennai,SBI,LessTwenty
